H3_V_avg,H5_V_avg,H7_V_avg,H3_I_avg,H5_I_avg,H7_I_avg,U_THD,I_TDD
1.685263987406445,1.1748906545896043,1.749354939286116,3.7590698935530367,2.7753040285955084,3.1073345746950705,2.6982819461827536,2.6946162840396664
0.5328063325432946,-0.10625585899143586,1.3542833293516157,4.054859945775488,2.876249694991837,1.101080201297601,1.4591971188732318,2.445108327767086
1.456874477937918,0.9368572410571294,0.27604985639848023,1.902453293607471,2.2234649725921325,0.641032299606346,1.753963585085414,1.438518623362792
0.9703824488688813,1.8937861464884704,1.5811299324323673,1.5657507320034736,1.2367408920615723,1.2386354922815712,2.651045063543432,1.1277341093122013
1.14584027906923,0.6464479883942128,-0.4177662117370141,1.741442069922114,4.1498892679427675,3.9122830689517127,1.380352692070208,2.8635394004470993
1.5071064999049706,2.2592212211267775,0.7099852707051447,2.953778600807793,1.045360118204648,1.8823089151001877,2.8070499839980827,1.7552358081505344
1.211821388430647,1.3596978242946838,1.72126556472542,3.081094986226141,1.4777469607457052,1.8558407528592535,2.5060016750112513,1.8672907986468976
1.665012982600975,1.2152096614561794,1.6467515846350733,0.9426655607862687,0.4161380329832122,2.9121489835074708,2.638331581705446,1.48337220904997
1.2840696669000162,1.9164171383198574,1.8397045317940959,3.810571379019682,1.012879700554271,2.9485804702191234,2.950593554151863,2.3642432177348662
1.2944688310289694,0.8600892940319085,1.2599560419125646,1.1486622473980215,3.4153287625881266,3.079012127061216,2.000722963272474,2.2759718969665137
1.4528254814936923,1.2389723154967693,0.9627188935446649,1.70105715343988,2.202761685835377,1.4135295492098172,2.1383596391235664,1.4989458386843741
1.4907750851825492,1.625636675354515,0.6793789379415235,0.9525616888158583,2.4161919205180604,1.830029787618708,2.3079559562906025,1.525670806881987
1.094886772116114,1.3340499863839845,2.1866883828284918,0.6919122906127958,0.6584159196845085,1.0380027089416854,2.785690667235513,0.6773537185860243
1.0279271203705032,1.9730735126483585,1.4990149761933909,0.1927731171664454,3.439690639764971,2.033291309147989,2.6826664253983945,1.9209707205276065
1.469786385250989,1.349428618433968,0.45545230158459593,0.17463162689920342,1.4515530500832439,1.4940202413166421,2.046623173311707,1.003788226286748
1.4884506610330137,0.8221716482101169,2.2736780690663596,4.1558042357197245,0.4148785870733299,2.1840738535567774,2.839201217103762,2.2632109258103372
0.7354691302746033,1.4493057739414237,1.6818623045827163,3.6481701505815183,3.1183552829170313,-0.08052490810582778,2.3388165553422775,2.3049439676541454
0.4566196510247465,1.040073083916008,-0.13785726499597092,0.23750703563706105,-0.19185719318006506,3.4001554599424844,1.1442281901354667,1.6393208275298043
1.2309917537672277,0.6035837439282769,1.5100582628319648,2.7473257554472608,-0.12325441751585933,3.011963539597679,2.0395906429782626,1.9585361824747176
0.7805244855068898,2.059049980303209,0.13590396103219202,2.9972244208991112,2.8678505077225926,0.24152643027272422,2.2062128592877617,1.9953560107490222
1.4493424959809775,1.6229896664941847,0.5091235100114999,1.8991851616266715,0.3667544354987791,2.3736408459272074,2.234702637186815,1.470349141018472
1.7388364413681174,1.8424038817449213,0.7722920185727739,-0.4792144836169843,2.866318789448183,2.8016899887715,2.648478656748002,1.9384165743170931
0.2566765688636032,0.5873166859294053,0.4964918082923451,0.6597224050284283,2.7600211092566633,2.9446828501852598,0.8107575878621763,1.9637797648597082
0.4368998299708041,0.3858946430261177,-0.0318065003224582,3.0485535127530965,1.1542389983857433,2.8690073637837896,0.583787453109036,2.0852557618919323
1.7516876863984554,0.1406672558824009,0.49125932551341583,0.15783525743658255,1.54308288634288,1.4636636314547946,1.824700729561249,1.0241113892051037
0.6575235434407103,1.5856753188250137,1.4306797029204241,3.454958138459231,2.7539278744795306,0.7444377061968525,2.234624764755396,2.1515405692504586
0.649253177181716,1.8251416911707854,0.27201628462160354,4.32400026528904,2.100407416338524,1.1747001634921015,1.9561862743689948,2.376311537682344
1.615145316598115,1.607460712953789,0.48269310857586084,1.7836454905488417,2.825841586772739,2.559881188311308,2.329295381544676,2.0213907333051475
1.2930378446036737,-0.3146099060467727,1.7522017956035887,2.525968256121655,0.17488006942323397,2.2321581808149236,2.2002584832415746,1.620885517447195
1.02430932941237,1.0056090062906313,1.025373473754944,2.398372288603539,1.8230617718595021,1.534117759785954,1.7640436039209266,1.6234181112495008
1.8789389398648089,1.4818424109135337,1.550279371774752,1.7674652985041739,2.645694013451029,0.5888946232419557,2.851251409657283,1.5538300306919854
1.2627301595516405,0.6411913661645126,1.6519502581826062,2.058543990468748,0.8488827584175942,1.7329106830847933,2.1759029112979293,1.3549090988479982
0.7420582826479771,1.2923794837137341,0.8394627173920298,1.0403948519319823,2.7717881521305987,1.5001877251126117,1.7104364585280138,1.5937830939476432
1.5396579574780442,1.4200790522513536,0.8567694338724093,1.7425363555007527,2.5838743101198416,2.084416447237594,2.263012373692776,1.8004347357957895
1.7573887202354512,1.3354925846483876,1.884500950021531,2.5173799190289645,3.346489468376544,0.24197295470523764,2.9022920921736466,2.0142472933464406
0.9767965850767562,1.2327275561500877,0.4078125584714023,1.4943956451042837,0.4401523801693443,1.816855960946509,1.6248261073592984,1.1492637441618307
1.675438066179416,1.6463942077920675,0.18490928168893794,2.382387336397418,2.9688259997380357,4.146080603285895,2.3562466007421654,2.7027863228318676
0.9612249787319406,2.1770503739884908,0.3838847746319963,1.8257506537061179,2.442656774114865,2.6071914106953082,2.410574477342674,1.9266328854540433
0.14995480685575724,1.8056843343758155,1.261640830174118,1.507255108442913,-0.316625932497543,2.6638115481733498,2.207876795446661,1.4775750853312124
0.1976222114504458,-0.18647837801738845,0.6487200494850947,1.5276498891799224,0.2887617823752855,3.6532001016118896,0.7033252636799736,1.9065153786627518
1.2285974542802462,1.2467988282475537,1.595239842404389,0.8944654288088076,0.9477786743939506,3.844272600668389,2.3682797929251844,1.9492051099806822
1.9849104689039951,1.276415417351305,1.7146217454075208,4.409946443230375,0.5871133428646161,2.7276945244140594,2.917024788554447,2.5059144349841813
1.1429958661427946,1.7485651123541557,1.5792452324714226,0.737702262680122,2.6599520687964016,0.20728155577363125,2.618765931969739,1.3292509681081606
1.8057059981608534,1.3550249466958981,1.2450765187114126,2.9322222726045837,2.1729947109664924,1.6076038079868602,2.5781548237855763,1.9150386488977384
1.6392965917323021,0.4720745928436836,0.4237221068005424,2.8600812340464006,0.1381748827156733,2.1725048502632394,1.757750881286982,1.725975605074698
0.7762038055661581,1.1155777262174815,0.8781648320734976,0.8623731835973428,2.628414565947211,2.145452547847658,1.6180789484134037,1.68105458746918
1.0536951215339159,2.116698698549465,1.6382371479267546,0.2540681088048944,1.9939931481183981,2.562853902706707,2.876544409953123,1.5640621920409263
0.278558875460674,1.1787779536163068,1.7465886034924993,1.5508358273465879,1.9585514524501135,3.3490456368747967,2.1254844767439827,2.00635433625818
1.5252638148689,1.1201231067250643,1.9822018813974462,-0.24391235855740293,2.712574070680709,0.9197127408858747,2.7404798444402787,1.3803883869330347
0.9508763520731429,1.2359800500082903,0.5935049297958769,2.3607208144629626,1.976433669917153,1.7621082608997223,1.668550455527921,1.703476538131019
1.745923412850088,0.8910528875270635,0.5624776038060324,1.9228789195253826,3.696874438714993,2.33372345765912,2.0392657665669263,2.2934525003322253
0.0508309996108291,0.6086218029375641,0.19421878688484823,3.6143134524381675,3.4565097725344778,2.4168442220017408,0.6408784804558734,2.6672392112360845
0.7586370217625477,1.491063494349726,0.5789111687492161,3.003946182004191,1.4825532463424818,0.22409564829170517,1.770293370115176,1.6122018050788434
0.7773201773398979,1.1301807395716885,2.0424349548129292,2.1789217980823525,2.2679918090627798,0.5487892409263656,2.460299922131493,1.5330806654002558
1.7295830005564565,2.1358188915353984,0.2067227149793825,1.5279270600003922,2.905656616308407,2.577958865289657,2.7560685721044424,2.0044082612657004
1.1889942735011538,0.6735780088122716,1.1849444687485013,3.0332060044096063,0.12347847566246462,2.9152376427583357,1.808731077410821,2.0210731510022066
2.0773027101233605,0.34426854965840403,1.3817130947900247,3.2959091185265073,1.0775106471001064,4.27199373692422,2.5184992475845585,2.6421413260154494
2.0723914289680265,0.5951940363760313,1.6544192361528858,1.8731466087604447,1.999157003496617,1.1427010473410188,2.71775002249111,1.4253965358422622
0.9806575154378345,1.2717961208491086,1.0192546479235205,1.0043184254976647,3.3213363682777244,3.5045615684037696,1.9021131861446223,2.3682083172663653
1.1343795252731774,1.5619750370708487,0.3698845862577005,2.8746049991914244,2.1935706307535416,3.910467408279558,1.9655527291178196,2.557566599263755
1.1414493525296596,1.0522200526264107,1.3007543528627865,3.1718982351688667,3.2971510708283738,0.6366691229322106,2.025348254012379,2.2181605939888014
1.6850673111023282,0.9884875108396612,0.47768444444003316,1.8000490062019576,2.8720322356265333,2.139457382771148,2.011154352726713,1.924755224645298
1.2465803174578536,0.611636995417234,2.0847333581444394,2.3543216106438187,0.977909604365739,0.9707133027869711,2.5048304287110006,1.3099335588462986
1.3874290025132037,0.45757765681166507,1.667799302318861,0.6856933591407293,2.2069907002966267,3.7078622135158397,2.2171808816249783,2.0980482078844798
0.8455787650644596,1.5968098187283835,1.67195717717262,0.9762490092984228,2.1110864004327072,3.654193896202663,2.4617566588544744,2.080037046298482
1.1573136181368162,1.9720147479818724,1.3560670979930294,3.0114253882150694,0.8527171711681264,0.8751120154753436,2.6584083492274417,1.5605827170277793
0.4233798643561662,1.028940079068391,0.4090697802418677,3.069996933081598,0.0998784330940706,1.4412580400296449,1.1854561488990818,1.6292894235436857
0.5759140291988063,0.9156351324025438,0.729660622638983,1.3930541627054234,3.0858558310846953,1.6257779195470063,1.3047870665161176,1.8035461093692435
0.5680231500363069,1.5852781613212037,1.9218095830994695,3.0386207457061687,1.191929270997789,2.395601918313811,2.5552121675962765,1.944232252356904
1.578579373122045,0.17255650201855066,0.2927179099861014,0.5059026698696119,2.6068685588851,2.492719414850647,1.614736002714344,1.748963257926998
1.365511528982525,1.7028877713626263,1.6977275603468653,1.6872008305964208,-0.0012524757433086398,1.1344187201495084,2.765271662387239,0.9762996162253182
1.0437090778906588,0.9955236242618675,1.933325153721595,2.026397464388656,0.94422528906755,2.9517235753464037,2.4120825184366064,1.7780676238145448
1.0055475913007799,1.511504236729732,0.4741636443607227,2.1151586694759192,1.448688897148762,3.1229174128523556,1.8763267779510509,1.9402186817423919
1.4599984452618877,1.0896958128438041,1.7571952335333056,1.6517525142444076,-0.5955732651859496,3.4283872999666167,2.5311593220199744,1.8496600562320327
1.1483768156562018,0.5159537756112856,0.8820156883395139,1.9377725329598658,-0.3525410544118024,3.4324163294367387,1.537182254575314,1.9003224622915906
0.5410680846240808,1.1027965640623607,0.3706453574447948,1.3182553129645482,1.0118736933062986,3.4036957933752956,1.2830794655444766,1.8188600836818343
1.2909239038085996,0.3517945073318749,1.0669391110682858,1.5125791215656816,2.326025645679035,0.11053314855238708,1.71131615066898,1.3334072682390017
0.7940247441063948,0.8934117892962803,0.6510694812937419,2.978442565505456,1.1731280875214436,4.008547112117516,1.361084636963811,2.463369690664221
1.552400336084997,0.8584680309163558,0.9744882484203495,1.5031555716693614,4.18082153069444,3.0287468809697087,2.023991479698365,2.582026969956538
1.8085026770765809,1.3486387839041774,1.6234862441832645,2.5199897059149228,1.7793034208759344,1.2849386414616217,2.7794272948749676,1.6047083112869132
0.559325837331594,1.6066670876526326,0.43077734381763166,1.426292453057799,2.9448600152017534,2.793687374837708,1.754934085029821,2.0660393692197627
0.5726315470290156,0.4788446707678714,1.3816028772714102,0.17537572373892568,1.7917456213020038,1.3872331283414778,1.5703584361094998,1.091386387456485
0.6485030002600018,0.9259472113718599,2.1746778105732263,1.8484560759014965,3.942807260952481,2.3366862948316545,2.4509504196113614,2.3731077116673047
1.7121781422019877,0.7417366065963731,1.0451831929311715,4.005703745472585,4.871967473923342,2.6094054229589254,2.1387227709511936,3.2777139425196027
1.8013362697647264,1.1885740249799461,1.6702021256998716,2.70679971488075,0.8980027471946632,1.3161497680356782,2.728936736225173,1.5082703118626115
0.32822603223490937,0.3130537608495776,1.2402878218300175,3.4077919595606785,2.2225727190974838,1.4597642141489584,1.3206244229146247,2.075648277353731
0.557637542416935,1.075658584991738,0.3347076681645266,0.4995415141319073,2.468415885583519,0.37758143810693817,1.2569925390818204,1.2228763383827217
1.734527567514727,0.516561905530839,1.185417166552447,0.3437631313203771,2.2721113552844576,2.065627161717602,2.1634777427723724,1.4837668261444938
1.8267940584792606,1.7167901631902442,1.107128181644538,0.30451925102911603,0.6136607981589226,1.289790296766689,2.7404886073679373,0.7012995468372456
0.3186287592155202,1.9738655664733404,1.4329002277482665,1.0439141169037058,2.4782025855053598,3.276902412018635,2.459852154782758,2.0355759023044637
1.0016149001978687,0.8691168323063987,0.4850681282923432,3.654140187987649,1.0023003458162083,1.4515663984486922,1.4120508367554379,1.948471917211381
0.7495700520039732,1.1445563173950648,0.8884958678046433,1.403643723424117,4.4718666347307865,1.3016131360565089,1.6313458657366677,2.3358613841107507
1.5166911433116113,0.38483506956638364,1.0635723083435862,2.8214604925947313,3.575832811346672,3.3440590216141697,1.8919926294897003,2.713441294918515
1.8098678445606569,1.1742570110945034,0.6191414657173826,3.4021042493273566,2.302251057075467,3.0752507998065246,2.244512708239787,2.464120366789738
1.4253621368667853,1.2955458366974977,1.8513705057919776,3.2543733247320916,2.8503065899409457,1.2898566200699524,2.6716416275230683,2.1677636418938753
0.7028119396330657,1.2381741863996814,-0.3327399578903001,3.286922344784234,0.7658521034674305,0.039262703450433575,1.4620997975289318,1.6207646390196409
0.2775006248184664,1.559250080733352,1.6313955138673935,3.8938453637873915,1.2677375111926092,1.2885763291828876,2.2737015489523382,2.0614817188895027
0.2673015670069252,0.07995292529806003,1.888274376960775,2.8843032443348577,2.195728154197297,4.275973640575868,1.9087751886156417,2.6918735363701
0.4727386638623705,0.9851346353291967,1.2938929993876593,3.243715935854777,2.0730359099882945,2.4151963552470295,1.693555782340801,2.182257465014925
1.5599900453367608,1.6706243008132835,0.5738364715191425,0.7133508298211126,2.043124646611278,0.9534028128657345,2.3566592439432568,1.1355671920085189
